suite,task_id,scenario_id,model_id,seed,init_id,track_id,track,status,failure_type,failure_stage,mse,mse_db,rmse,x_dim,y_dim,T,q2,r2,inv_r2_db,nll,recovery_k,t0,severity_r_scale,timing_ms_per_step,train_time_s,eval_time_s,adapt_time_s,total_time_s,train_updates_used,adapt_updates_used,adapt_updates_per_step_max,train_max_updates,adapt_max_updates,adapt_max_updates_per_step,cache_enabled,cache_hit,train_skipped,cache_key,run_dir,error
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,adaptive_knet,1,untrained,frozen,frozen,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/full_compare/TG5_lorenz_fullinfo_full_compare_v0/adaptive_knet/frozen/seed_1/scenario_9b73c2c34457,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/TG5_lorenz_fullinfo_full_compare_v0/scenario_9b73c2c34457/seed_1/test.npz
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,kalmannet_tsp,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,kalmannet_tsp,1,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,kalmannet_tsp,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,kalmannet_tsp,1,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,kalmannet_tsp,0,untrained,frozen,frozen,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/full_compare/TG5_lorenz_fullinfo_full_compare_v0/kalmannet_tsp/frozen/seed_0/scenario_9b73c2c34457,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/TG5_lorenz_fullinfo_full_compare_v0/scenario_9b73c2c34457/seed_0/test.npz
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,kalmannet_tsp,1,untrained,frozen,frozen,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/full_compare/TG5_lorenz_fullinfo_full_compare_v0/kalmannet_tsp/frozen/seed_1/scenario_9b73c2c34457,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/TG5_lorenz_fullinfo_full_compare_v0/scenario_9b73c2c34457/seed_1/test.npz
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,maml_knet,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,maml_knet,1,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,maml_knet,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,maml_knet,1,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,maml_knet,0,untrained,frozen,frozen,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/full_compare/TG5_lorenz_fullinfo_full_compare_v0/maml_knet/frozen/seed_0/scenario_9b73c2c34457,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/TG5_lorenz_fullinfo_full_compare_v0/scenario_9b73c2c34457/seed_0/test.npz
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,maml_knet,1,untrained,frozen,frozen,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/full_compare/TG5_lorenz_fullinfo_full_compare_v0/maml_knet/frozen/seed_1/scenario_9b73c2c34457,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/TG5_lorenz_fullinfo_full_compare_v0/scenario_9b73c2c34457/seed_1/test.npz
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,mb_kf_nominal,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,mb_kf_nominal,1,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,mb_kf_nominal,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,mb_kf_nominal,1,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,mb_kf_nominal,0,untrained,frozen,frozen,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/full_compare/TG5_lorenz_fullinfo_full_compare_v0/mb_kf_nominal/frozen/seed_0/scenario_9b73c2c34457,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/TG5_lorenz_fullinfo_full_compare_v0/scenario_9b73c2c34457/seed_0/test.npz
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,mb_kf_nominal,1,untrained,frozen,frozen,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/full_compare/TG5_lorenz_fullinfo_full_compare_v0/mb_kf_nominal/frozen/seed_1/scenario_9b73c2c34457,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/TG5_lorenz_fullinfo_full_compare_v0/scenario_9b73c2c34457/seed_1/test.npz
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,mb_kf_oracle,0,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,mb_kf_oracle,1,unknown,budgeted,budgeted,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,mb_kf_oracle,0,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,cec674b94580,mb_kf_oracle,1,unknown,frozen,frozen,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,mb_kf_oracle,0,untrained,frozen,frozen,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/full_compare/TG5_lorenz_fullinfo_full_compare_v0/mb_kf_oracle/frozen/seed_0/scenario_9b73c2c34457,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/TG5_lorenz_fullinfo_full_compare_v0/scenario_9b73c2c34457/seed_0/test.npz
full_compare,TG5_lorenz_fullinfo_full_compare_v0,9b73c2c34457,mb_kf_oracle,1,untrained,frozen,frozen,missing_data,io_error,data_loading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/xynus/bench/runs/full_compare/TG5_lorenz_fullinfo_full_compare_v0/mb_kf_oracle/frozen/seed_1/scenario_9b73c2c34457,missing_data: expected test split at /home/xynus/bench/bench_data_cache/full_compare/TG5_lorenz_fullinfo_full_compare_v0/scenario_9b73c2c34457/seed_1/test.npz
